policy_id,customer_id,customer_age,customer_gender,marital_status,num_dependents,country,income_band,product_type,coverage_amount,premium,payment_frequency,policy_start_date,policy_end_date,tenure_months,renewal_count,acquisition_channel,agent_id,discount_applied,discount_rate,has_rider,num_riders,critical_illness_rider,disability_rider,late_payment_count,customer_service_calls,beneficiary_updated,premium_change_pct,churned,churn_reason,snapshot_date,data_version
P002984,C000197,41,M,Married,0,DE,Mid,Universal,231000.0,222.89,Monthly,2011-06-17,,158,13,Online,,True,0.24,False,0,False,False,0,3,False,0.05,False,,2024-06-30,v1.0
P002985,C002657,61,F,Single,1,US,Low,Whole,726000.0,705.16,Annual,2011-04-16,,160,13,Agent,A1005,False,,False,0,False,False,0,1,False,0.06,False,,2024-06-30,v1.0
P002986,C002889,59,M,Divorced,2,US,High,Term,88000.0,94.29,Monthly,2017-06-27,,85,7,Agent,A1005,True,0.18,False,0,False,False,1,2,False,0.05,False,,2024-06-30,v1.0
P002987,C000852,44,M,Single,5,US,High,Whole,80000.0,92.35,Monthly,2014-08-19,,120,10,Agent,A1050,True,0.19,True,2,True,False,0,3,True,-0.0,False,,2024-06-30,v1.0
P002988,C001537,43,M,Married,3,US,High,Whole,170000.0,234.35,Monthly,2018-03-27,,76,6,Employer,,True,0.08,True,1,True,False,2,1,False,0.05,False,,2024-06-30,v1.0
P002989,C002069,67,F,Single,1,US,Mid,Universal,147000.0,139.09,Quarterly,2019-11-05,2024-08-10,58,4,Bank,,False,,False,0,False,False,1,0,True,0.11,True,Unknown,2024-06-30,v1.0
P002990,C001080,51,M,Married,0,US,Low,Whole,215000.0,391.62,Monthly,2020-11-13,,44,3,Agent,A1039,False,,False,2,False,False,1,1,False,0.15,False,,2024-06-30,v1.0
P002991,C002889,41,F,Single,2,FR,Mid,Whole,437000.0,681.85,Monthly,2017-10-16,,81,6,Online,,False,,True,1,False,False,1,0,False,0.04,False,,2024-06-30,v1.0
P002992,C000097,27,F,Single,0,US,Mid,Whole,129000.0,177.61,Monthly,2014-11-02,2016-05-25,19,1,Agent,A1002,False,,True,2,False,False,1,2,True,0.02,True,Price,2024-06-30,v1.0
P002993,C001903,49,M,Married,1,FR,Ultra,Term,218000.0,145.45,Monthly,2016-01-24,,102,8,Bank,,False,,True,5,False,True,1,0,False,-0.06,False,,2024-06-30,v1.0
P002994,C000434,54,F,Married,0,DE,Mid,Term,257000.0,171.1,Monthly,2020-11-05,2021-06-03,7,0,Online,,True,0.05,False,0,False,False,0,0,False,0.16,True,Replacement,2024-06-30,v1.0
P002995,C000636,37,M,Married,1,US,Mid,Term,161000.0,126.88,Annual,2016-08-26,,95,7,Agent,A1091,False,,True,1,True,False,2,2,False,-0.07,False,,2024-06-30,v1.0
P002996,C000587,48,F,Single,0,UK,High,Term,97000.0,58.92,Monthly,2012-03-02,,150,12,Agent,A1091,False,,False,0,False,False,0,1,False,-0.01,False,,2024-06-30,v1.0
P002997,C000343,40,M,Married,1,US,,Whole,93000.0,132.41,Monthly,2022-12-31,,18,1,Online,,False,,True,2,False,False,0,0,True,0.03,False,,2024-06-30,v1.0
P002998,C001317,42,M,Married,1,DE,,Term,51000.0,42.31,Monthly,2013-09-23,,131,10,Online,,False,,False,0,False,False,0,0,False,-0.07,False,,2024-06-30,v1.0
P002999,C001979,18,F,Single,0,US,Low,Term,54000.0,55.15,Monthly,2017-05-17,,86,7,Online,,False,,False,0,False,False,0,2,False,0.08,False,,2024-06-30,v1.0
P003000,C000570,42,F,Divorced,3,US,Low,Term,49000.0,26.45,Quarterly,2021-05-15,,38,3,Bank,,True,0.11,False,0,False,False,0,1,False,0.03,False,,2024-06-30,v1.0
P003001,C000610,56,M,Married,3,UK,Mid,Term,436000.0,328.5,Quarterly,2018-10-20,,69,5,Bank,,True,0.13,False,0,False,False,0,0,True,0.02,False,,2024-06-30,v1.0
P003002,C001727,37,F,Single,3,US,High,Whole,185000.0,240.49,Quarterly,2022-01-22,,29,2,Agent,A1015,False,,True,3,False,False,0,0,False,-0.02,False,,2024-06-30,v1.0
P003003,C002290,45,M,Widowed,1,US,Mid,Whole,877000.0,1130.13,Quarterly,2012-07-09,2014-04-30,22,1,Bank,,True,0.08,True,3,False,True,2,0,False,0.05,True,Price,2024-06-30,v1.0
P003004,C001854,35,F,Divorced,2,US,Mid,Whole,272000.0,374.53,Monthly,2010-08-12,,169,14,Agent,A1076,False,,True,2,False,False,0,1,False,0.03,False,,2024-06-30,v1.0
P003005,C002608,49,F,Widowed,2,US,Low,Term,51000.0,39.31,Annual,2017-05-23,,86,7,Employer,,True,0.05,False,0,False,False,0,2,False,0.03,False,,2024-06-30,v1.0
P003006,C000959,42,M,Married,1,IT,Mid,Term,131000.0,101.41,Monthly,2013-02-09,,138,11,Bank,,False,,False,0,False,False,1,1,False,0.09,False,,2024-06-30,v1.0
P003007,C002079,33,M,Married,1,US,Low,Universal,232000.0,208.39,Quarterly,2019-11-18,,56,4,Employer,,False,,False,0,False,False,0,0,False,0.04,False,,2024-06-30,v1.0
P003008,C002438,60,M,Single,0,US,,Term,186000.0,110.54,Monthly,2012-03-20,,149,12,Online,,True,0.14,False,0,False,False,0,0,False,-0.06,False,,2024-06-30,v1.0
P003009,C002324,56,M,Married,0,US,Mid,Whole,155000.0,199.3,Monthly,2016-04-13,,100,8,Online,,False,,True,3,True,False,1,0,True,-0.02,False,,2024-06-30,v1.0
P003010,C000531,37,M,Widowed,0,US,Mid,Whole,391000.0,477.46,Monthly,2024-03-27,,3,0,Agent,A1010,False,,True,2,False,False,2,4,False,0.12,False,,2024-06-30,v1.0
P003011,C001177,50,F,Married,0,UK,Low,Term,72000.0,63.16,Monthly,2011-06-08,,159,13,Online,,True,0.18,False,0,False,False,0,0,False,0.13,False,,2024-06-30,v1.0
P003012,C002430,51,U,Divorced,3,US,Mid,Term,169000.0,103.68,Monthly,2011-02-24,,162,13,Agent,A1028,True,0.09,False,0,False,False,0,1,False,0.05,False,,2024-06-30,v1.0
P003013,C001091,52,M,Single,1,FR,Low,Term,261000.0,267.28,Monthly,2010-05-12,,172,14,Agent,A1053,False,,False,0,False,False,1,0,False,0.02,False,,2024-06-30,v1.0
P003014,C001901,24,F,Married,3,UK,Mid,Universal,115000.0,115.05,Quarterly,2022-07-15,,23,1,Agent,A1028,True,0.11,True,0,False,False,3,0,False,0.03,False,,2024-06-30,v1.0
P003015,C000883,57,F,Divorced,3,US,,Term,212000.0,171.89,Quarterly,2010-02-25,,174,14,Online,,False,,False,0,False,False,0,1,False,0.05,False,,2024-06-30,v1.0
P003016,C002261,38,F,Married,1,UK,Mid,Term,137000.0,120.75,Monthly,2022-03-24,,27,2,Bank,,False,,False,0,False,False,1,2,False,-0.0,False,,2024-06-30,v1.0
P003017,C001678,40,F,Widowed,1,UK,Low,Term,172000.0,113.29,Monthly,2019-02-18,,65,5,Agent,A1018,False,,True,1,True,True,2,2,False,0.03,False,,2024-06-30,v1.0
P003018,C002423,76,F,Married,0,US,High,Term,200000.0,138.55,Quarterly,2023-02-18,,16,1,Agent,A1079,False,,False,0,False,False,0,2,False,-0.05,False,,2024-06-30,v1.0
P003019,C002791,48,M,Married,0,US,Mid,Whole,170000.0,267.8,Monthly,2022-08-21,2024-08-10,24,2,Agent,A1041,False,,False,0,False,False,1,1,True,0.02,True,Life Event,2024-06-30,v1.0
P003020,C002260,40,M,Married,2,US,Mid,Term,396000.0,340.59,Monthly,2022-12-26,,18,1,Agent,A1030,False,,False,0,False,False,0,0,False,0.05,False,,2024-06-30,v1.0
P003021,C002126,18,M,Divorced,4,US,Mid,Term,179000.0,117.82,Annual,2020-10-18,,45,3,Agent,A1026,False,,False,0,False,False,0,1,False,-0.09,False,,2024-06-30,v1.0
P003022,C001749,61,M,Married,0,US,Mid,Term,221000.0,183.6,Monthly,2012-08-01,2014-02-22,19,1,Agent,A1050,False,,False,0,False,False,1,1,False,-0.01,True,Replacement,2024-06-30,v1.0
P003023,C002675,28,M,Single,2,UK,Mid,Term,332000.0,232.11,Monthly,2021-04-23,,38,3,Agent,A1048,False,,False,0,False,False,0,0,False,-0.03,False,,2024-06-30,v1.0
P003024,C002651,32,F,Married,3,DE,High,Term,226000.0,118.4,Quarterly,2021-12-11,,31,2,Online,,False,,False,0,False,False,1,1,False,-0.05,False,,2024-06-30,v1.0
P003025,C000781,41,M,Married,1,IT,High,Term,77000.0,65.41,Quarterly,2017-03-31,,88,7,Agent,A1092,False,,True,3,False,True,0,1,False,-0.01,False,,2024-06-30,v1.0
P003026,C002727,61,F,Single,2,UK,,Whole,348000.0,415.81,Monthly,2022-11-19,2030-06-10,92,7,Online,,False,,False,0,False,False,0,0,False,-0.15,True,Price,2024-06-30,v1.0
P003027,C002105,54,M,Married,1,DE,Mid,Term,179000.0,103.94,Quarterly,2022-06-29,,24,2,Agent,A1091,False,,False,0,False,False,1,0,False,0.01,False,,2024-06-30,v1.0
P003028,C000880,43,F,Single,1,UK,Low,Term,92000.0,89.09,Monthly,2017-01-09,,90,7,Agent,A1073,False,,True,3,False,True,1,1,False,0.17,False,,2024-06-30,v1.0
P003029,C000446,48,F,Married,0,ES,Low,Term,333000.0,266.07,Monthly,2021-11-07,,32,2,Agent,A1089,False,,False,0,False,False,0,1,False,0.15,False,,2024-06-30,v1.0
P003030,C002113,37,M,Divorced,0,US,Mid,Whole,102000.0,93.8,Monthly,2024-01-22,,5,0,Employer,,False,,False,0,False,False,1,0,False,0.15,False,,2024-06-30,v1.0
P003031,C001783,46,M,Married,1,US,High,Whole,143000.0,154.63,Monthly,2016-07-04,,97,8,Agent,A1086,False,,False,0,False,False,1,0,False,0.03,False,,2024-06-30,v1.0
P003032,C001277,45,F,Divorced,1,US,Mid,Universal,112000.0,126.01,Monthly,2019-11-22,,56,4,Agent,A1081,False,,True,2,False,False,0,2,False,0.23,False,,2024-06-30,v1.0
P003033,C001991,56,M,Single,1,US,Mid,Term,61000.0,42.87,Monthly,2013-04-30,,135,11,Agent,A1003,True,0.08,True,1,False,False,0,2,False,0.04,False,,2024-06-30,v1.0
P003034,C001067,56,M,Widowed,3,US,Low,Term,148000.0,109.86,Quarterly,2017-08-25,,83,6,Online,,True,0.13,False,0,False,False,0,0,False,0.01,False,,2024-06-30,v1.0
P003035,C001577,50,M,Single,1,US,,Term,94000.0,69.23,Monthly,2022-10-18,,20,1,Online,,False,,True,2,False,False,0,0,False,-0.02,False,,2024-06-30,v1.0
P003036,C001011,40,F,Single,0,US,Mid,Term,176000.0,127.01,Monthly,2015-03-18,,113,9,Agent,A1042,False,,False,0,False,False,1,2,True,-0.05,False,,2024-06-30,v1.0
P003037,C002274,53,F,Divorced,0,ES,High,Whole,703000.0,984.49,Monthly,2016-03-27,,100,8,Online,,False,,False,0,False,False,0,0,False,-0.0,False,,2024-06-30,v1.0
P003038,C000773,43,F,Married,1,ES,Low,Whole,204000.0,195.98,Quarterly,2015-12-29,,103,8,Online,,True,0.21,False,0,False,False,1,2,False,0.04,False,,2024-06-30,v1.0
P003039,C002726,32,F,Single,2,DE,Mid,Term,210000.0,127.6,Monthly,2012-12-30,,140,11,Bank,,False,,False,0,False,False,0,3,False,0.06,False,,2024-06-30,v1.0
P003040,C001814,40,F,Widowed,1,US,High,Whole,207000.0,276.34,Quarterly,2023-06-22,,12,1,Employer,,False,,True,0,False,True,0,1,False,0.02,False,,2024-06-30,v1.0
P003041,C002648,46,F,Married,2,IT,High,Universal,120000.0,134.39,Monthly,2012-10-20,,142,11,Online,,False,,False,0,False,False,1,0,False,-0.0,False,,2024-06-30,v1.0
P003042,C002426,55,U,Widowed,1,IT,High,Universal,250000.0,328.01,Monthly,2015-06-24,2020-12-24,67,5,Online,,False,,True,1,True,False,1,3,False,0.11,True,Unknown,2024-06-30,v1.0
P003043,C001201,42,M,Married,4,IT,Mid,Term,78000.0,45.08,Quarterly,2014-09-11,,119,9,Online,,False,,True,1,False,False,0,0,True,0.15,False,,2024-06-30,v1.0
P003044,C001450,30,M,Married,1,UK,High,Term,301000.0,213.48,Quarterly,2017-08-04,,84,7,Agent,A1040,False,,True,2,False,True,0,2,False,0.01,False,,2024-06-30,v1.0
P003045,C002756,45,F,Married,1,US,High,Term,87000.0,56.98,Monthly,2020-10-08,,45,3,Bank,,False,,False,0,False,False,1,2,False,-0.07,False,,2024-06-30,v1.0
P003046,C000306,46,F,Single,0,US,High,Term,385000.0,295.72,Monthly,2015-12-13,,104,8,Agent,A1036,False,,True,1,False,False,0,1,False,0.17,False,,2024-06-30,v1.0
P003047,C000778,47,M,Married,1,IT,High,Term,116000.0,87.93,Annual,2019-05-06,,62,5,Online,,False,,True,1,False,False,2,1,False,-0.05,False,,2024-06-30,v1.0
P003048,C002551,56,M,Married,1,US,High,Universal,84000.0,102.32,Monthly,2012-05-30,,147,12,Agent,A1028,False,,True,3,False,False,1,0,False,0.11,False,,2024-06-30,v1.0
P003049,C002315,57,F,Single,2,US,Low,Term,161000.0,92.18,Annual,2012-05-13,,147,12,Employer,,False,,True,0,False,False,1,2,False,0.03,False,,2024-06-30,v1.0
P003050,C000007,37,F,Single,2,US,Low,Whole,70000.0,93.44,Monthly,2016-07-19,,96,8,Agent,A1073,False,,True,1,True,False,0,0,True,0.11,False,,2024-06-30,v1.0
P003051,C002555,37,M,Single,1,US,Mid,Whole,99000.0,126.39,Monthly,2013-04-01,,136,11,Online,,False,,False,0,False,False,1,1,False,0.08,False,,2024-06-30,v1.0
P003052,C000475,32,F,Divorced,1,IT,Mid,Term,209000.0,140.53,Monthly,2019-11-07,,56,4,Agent,A1067,False,,False,0,False,False,0,0,False,-0.04,False,,2024-06-30,v1.0
P003053,C001320,53,F,Married,1,US,Low,Term,342000.0,238.07,Monthly,2010-07-03,,170,14,Online,,True,0.07,True,0,True,False,1,1,False,0.06,False,,2024-06-30,v1.0
P003054,C002211,62,F,Married,4,US,Mid,Whole,139000.0,146.93,Quarterly,2012-12-21,,140,11,Agent,A1092,False,,True,0,False,False,0,1,False,-0.03,False,,2024-06-30,v1.0
P003055,C000484,41,M,Widowed,0,ES,Low,Whole,513000.0,706.5,Quarterly,2012-06-26,,146,12,Bank,,False,,True,0,False,False,1,0,False,-0.03,False,,2024-06-30,v1.0
P003056,C002614,42,M,Married,3,US,Low,Universal,112000.0,118.84,Monthly,2015-02-22,,113,9,Agent,A1097,True,0.17,False,0,False,False,0,2,False,-0.04,False,,2024-06-30,v1.0
P003057,C000904,62,M,Widowed,0,IT,Mid,Whole,239000.0,303.39,Monthly,2019-10-21,,57,4,Agent,A1004,True,0.24,False,0,False,False,3,0,False,0.01,False,,2024-06-30,v1.0
P003058,C000558,51,M,Single,1,US,Low,Whole,240000.0,294.52,Monthly,2021-08-08,,35,2,Online,,False,,True,2,False,False,2,0,False,0.09,False,,2024-06-30,v1.0
P003059,C001967,50,F,Single,0,DE,Mid,Whole,613000.0,856.03,Annual,2011-09-22,,155,12,Agent,A1098,False,,True,0,False,False,1,0,False,0.0,False,,2024-06-30,v1.0
P003060,C002285,30,M,Married,1,US,High,Term,279000.0,168.58,Monthly,2020-05-28,,49,4,Agent,A1067,False,,False,0,False,False,1,0,False,0.12,False,,2024-06-30,v1.0
P003061,C001127,53,U,Married,1,UK,Mid,Whole,182000.0,218.46,Monthly,2022-09-04,,22,1,Employer,,False,,False,0,False,False,0,2,False,0.15,False,,2024-06-30,v1.0
P003062,C001233,33,M,Divorced,2,US,Mid,Universal,825000.0,899.45,Monthly,2016-12-15,,91,7,Bank,,True,0.23,True,2,False,False,2,1,False,-0.01,False,,2024-06-30,v1.0
P003063,C002601,31,M,Married,2,ES,Low,Term,144000.0,108.54,Monthly,2011-09-17,,155,12,Agent,A1040,True,0.13,False,0,False,False,1,2,False,0.01,False,,2024-06-30,v1.0
P003064,C002875,40,F,Single,2,US,Mid,Term,152000.0,106.53,Annual,2017-07-09,,84,7,Online,,False,,False,0,False,False,0,1,False,0.15,False,,2024-06-30,v1.0
P003065,C000467,37,F,Married,1,US,,Term,189000.0,201.04,Monthly,2017-12-11,,79,6,Online,,False,,True,1,False,False,1,1,True,0.01,False,,2024-06-30,v1.0
P003066,C002433,42,M,Married,2,IT,Mid,Universal,112000.0,90.38,Monthly,2022-08-28,,22,1,Agent,A1088,False,,True,0,False,True,2,0,False,0.05,False,,2024-06-30,v1.0
P003067,C002822,27,F,Single,3,US,Low,Term,395000.0,252.03,Monthly,2010-04-21,,172,14,Agent,A1039,False,,True,1,False,True,0,0,False,-0.01,False,,2024-06-30,v1.0
P003068,C000847,56,F,Married,2,UK,High,Whole,196000.0,258.73,Monthly,2020-09-21,,45,3,Employer,,False,,False,0,False,False,1,0,False,-0.02,False,,2024-06-30,v1.0
P003069,C002434,58,F,Divorced,1,DE,Ultra,Whole,330000.0,463.17,Monthly,2010-04-23,,172,14,Agent,A1035,False,,False,0,False,False,0,1,False,0.05,False,,2024-06-30,v1.0
P003070,C002924,21,F,Divorced,1,US,Low,Whole,31000.0,33.85,Monthly,2016-11-18,,92,7,Employer,,False,,True,2,False,False,0,0,False,-0.03,False,,2024-06-30,v1.0
P003071,C000258,56,M,Married,0,US,Low,Whole,230000.0,258.85,Annual,2012-04-08,,148,12,Agent,A1010,False,,True,0,False,False,0,1,False,0.01,False,,2024-06-30,v1.0
P003072,C000282,35,F,Married,0,ES,Low,Universal,119000.0,106.19,Quarterly,2010-02-16,,174,14,Agent,A1057,False,,False,0,False,False,2,0,False,0.12,False,,2024-06-30,v1.0
P003073,C001649,55,F,Single,1,US,Low,Term,158000.0,118.26,Quarterly,2017-10-12,,81,6,Agent,A1017,False,,False,0,False,False,0,0,False,0.08,False,,2024-06-30,v1.0
P003074,C001898,44,M,Married,0,US,High,Term,67000.0,46.96,Quarterly,2011-08-04,2018-10-26,88,7,Agent,A1022,True,0.06,False,0,False,False,0,0,False,-0.09,True,Price,2024-06-30,v1.0
P003075,C000039,45,M,Married,4,DE,High,Term,132000.0,107.02,Monthly,2011-04-01,,161,13,Agent,A1068,False,,False,0,False,False,0,2,False,-0.04,False,,2024-06-30,v1.0
P003076,C002533,42,F,Married,2,US,Mid,Term,171000.0,142.19,Monthly,2018-02-27,,77,6,Agent,A1080,False,,True,0,True,True,1,1,False,-0.0,False,,2024-06-30,v1.0
P003077,C002976,59,M,Single,1,DE,High,Term,117000.0,89.97,Quarterly,2016-02-09,,102,8,Bank,,False,,False,0,False,False,0,1,False,-0.1,False,,2024-06-30,v1.0
P003078,C002267,30,M,Widowed,2,US,Mid,Term,228000.0,136.32,Monthly,2014-05-27,2016-09-13,28,2,Agent,A1040,False,,False,0,False,False,3,1,False,-0.01,True,Life Event,2024-06-30,v1.0
P003079,C001014,52,U,Divorced,0,IT,Mid,Whole,220000.0,271.95,Quarterly,2018-04-02,,76,6,Bank,,False,,True,1,False,True,1,3,False,0.19,False,,2024-06-30,v1.0
P003080,C000612,58,M,Married,0,US,Mid,Term,234000.0,188.24,Quarterly,2017-09-11,,82,6,Employer,,False,,False,0,False,False,0,0,True,0.02,False,,2024-06-30,v1.0
P003081,C002975,53,M,Single,3,US,High,Whole,416000.0,476.25,Annual,2011-12-04,,153,12,Agent,A1057,False,,True,4,False,True,2,0,False,0.03,False,,2024-06-30,v1.0
P003082,C001915,72,F,Single,0,FR,High,Term,314000.0,194.77,Quarterly,2017-05-09,,86,7,Online,,False,,False,0,False,False,1,0,False,0.0,False,,2024-06-30,v1.0
P003083,C000687,38,F,Single,1,US,,Term,115000.0,88.39,Monthly,2018-11-24,,68,5,Online,,False,,False,0,False,False,2,0,False,0.1,False,,2024-06-30,v1.0
P003084,C000612,56,M,Married,4,US,Mid,Term,114000.0,86.31,Monthly,2013-06-18,,134,11,Bank,,False,,False,0,False,False,0,1,False,0.01,False,,2024-06-30,v1.0
P003085,C002307,43,F,Single,3,FR,Mid,Term,461000.0,350.56,Monthly,2011-09-25,,155,12,Agent,A1071,False,,False,0,False,False,0,0,False,0.01,False,,2024-06-30,v1.0
P003086,C002413,59,F,Divorced,4,UK,High,Term,79000.0,53.14,Quarterly,2015-02-14,,114,9,Bank,,False,,False,0,False,False,0,0,False,0.19,False,,2024-06-30,v1.0
P003087,C001781,44,F,Widowed,0,US,Mid,Term,112000.0,83.75,Monthly,2016-05-31,,98,8,Online,,False,,False,0,False,False,2,0,False,-0.18,False,,2024-06-30,v1.0
P003088,C001810,40,M,Married,1,US,,Whole,188000.0,269.41,Monthly,2010-02-27,,174,14,Online,,False,,True,1,False,True,0,1,True,-0.02,False,,2024-06-30,v1.0
P003089,C002591,60,M,Married,0,FR,,Term,82000.0,39.17,Annual,2019-11-18,,56,4,Online,,False,,False,0,False,False,1,0,False,0.04,False,,2024-06-30,v1.0
P003090,C002696,39,M,Married,0,US,Mid,Term,162000.0,115.59,Monthly,2021-12-19,,30,2,Agent,A1020,False,,False,0,False,False,0,1,False,0.08,False,,2024-06-30,v1.0
P003091,C001547,28,F,Widowed,2,IT,Low,Term,351000.0,237.96,Monthly,2024-03-01,,4,0,Online,,False,,True,2,False,False,0,0,False,-0.06,False,,2024-06-30,v1.0
P003092,C001930,38,F,Divorced,0,US,High,Universal,39000.0,47.9,Monthly,2024-01-09,2028-05-17,53,4,Bank,,False,,False,0,False,False,2,0,False,0.14,True,Replacement,2024-06-30,v1.0
P003093,C002861,52,F,Single,2,FR,Low,Term,105000.0,63.05,Annual,2013-09-20,,131,10,Agent,A1055,True,0.13,True,1,False,True,0,0,False,0.06,False,,2024-06-30,v1.0
P003094,C001152,61,F,Single,0,US,Low,Term,163000.0,106.3,Quarterly,2016-12-16,,91,7,Agent,A1083,True,0.23,True,2,False,True,2,1,False,-0.06,False,,2024-06-30,v1.0
P003095,C000574,46,F,Married,3,US,Low,Term,448000.0,297.86,Quarterly,2021-09-01,,34,2,Agent,A1041,False,,True,1,False,True,2,1,False,0.03,False,,2024-06-30,v1.0
P003096,C001910,60,M,Married,1,US,Low,Whole,74000.0,89.87,Monthly,2010-04-27,,172,14,Agent,A1083,False,,True,1,False,False,0,1,True,0.12,False,,2024-06-30,v1.0
P003097,C001012,28,F,Single,0,US,Mid,Term,276000.0,207.3,Annual,2017-09-23,,82,6,Agent,A1088,False,,True,0,True,False,0,3,False,-0.01,False,,2024-06-30,v1.0
P003098,C000669,39,F,Married,2,US,Mid,Term,134000.0,101.27,Monthly,2016-07-18,,96,8,Bank,,False,,True,0,False,False,0,0,False,0.21,False,,2024-06-30,v1.0
P003099,C000268,41,F,Married,3,US,Mid,Whole,235000.0,349.36,Monthly,2014-05-21,2015-09-13,16,1,Online,,False,,True,3,False,True,0,0,False,-0.02,True,Life Event,2024-06-30,v1.0
P003100,C001283,43,M,Single,0,IT,Low,Whole,496000.0,624.0,Monthly,2020-10-30,2024-01-13,39,3,Online,,False,,False,0,False,False,1,2,False,0.07,True,Replacement,2024-06-30,v1.0
P003101,C000923,46,F,Divorced,1,US,Low,Term,137000.0,127.66,Monthly,2010-10-16,,166,13,Employer,,False,,False,0,False,False,0,1,False,0.0,False,,2024-06-30,v1.0
P003102,C001125,53,M,Single,0,ES,Mid,Term,147000.0,132.57,Monthly,2010-12-04,,165,13,Online,,False,,True,1,False,True,0,1,True,-0.03,False,,2024-06-30,v1.0
P003103,C001529,39,M,Married,2,US,Mid,Universal,165000.0,147.22,Annual,2024-05-07,,1,0,Agent,A1027,True,0.05,False,0,False,False,0,0,False,0.01,False,,2024-06-30,v1.0
P003104,C001758,46,F,Married,1,DE,,Term,173000.0,146.02,Monthly,2012-05-25,,147,12,Online,,False,,True,5,False,False,0,2,False,0.14,False,,2024-06-30,v1.0
P003105,C001594,44,F,Single,0,IT,Low,Term,70000.0,50.61,Quarterly,2022-01-28,,29,2,Agent,A1026,True,0.07,False,0,False,False,1,1,False,0.04,False,,2024-06-30,v1.0
P003106,C000246,33,M,Married,2,ES,Low,Term,168000.0,117.21,Quarterly,2022-08-05,,23,1,Agent,A1081,False,,False,0,False,False,0,0,False,-0.05,False,,2024-06-30,v1.0
P003107,C001560,43,F,Married,1,US,Low,Whole,285000.0,359.23,Monthly,2013-07-14,,133,11,Online,,True,0.22,True,0,False,False,3,0,False,0.1,False,,2024-06-30,v1.0
P003108,C002178,43,M,Widowed,2,DE,,Term,48000.0,30.47,Annual,2021-08-06,2024-07-21,36,3,Online,,False,,True,4,False,True,0,0,True,0.12,True,Unknown,2024-06-30,v1.0
P003109,C002400,43,M,Married,0,US,Mid,Term,275000.0,192.55,Quarterly,2024-05-07,,1,0,Bank,,False,,True,4,False,False,0,0,False,0.04,False,,2024-06-30,v1.0
P003110,C002243,45,M,Married,3,US,Low,Term,285000.0,195.55,Monthly,2015-07-30,,108,9,Agent,A1021,False,,True,2,False,False,0,2,False,-0.02,False,,2024-06-30,v1.0
P003111,C001939,45,F,Married,2,DE,Low,Term,179000.0,145.75,Monthly,2021-12-01,,31,2,Bank,,False,,False,0,False,False,0,1,False,-0.0,False,,2024-06-30,v1.0
P003112,C000929,39,U,Married,1,US,Mid,Universal,59000.0,48.58,Quarterly,2012-03-05,2016-11-09,57,4,Bank,,False,,False,0,False,False,0,1,False,0.03,True,Price,2024-06-30,v1.0
P003113,C002692,60,F,Divorced,3,US,Mid,Term,95000.0,75.22,Monthly,2010-09-04,,168,14,Agent,A1010,False,,False,0,False,False,0,1,False,0.08,False,,2024-06-30,v1.0
P003114,C000226,30,F,Single,0,US,Mid,Term,29000.0,19.56,Monthly,2011-08-08,,157,13,Employer,,False,,False,0,False,False,1,2,False,-0.07,False,,2024-06-30,v1.0
P003115,C002748,36,M,Single,2,US,Low,Term,117000.0,108.57,Monthly,2022-06-11,,25,2,Agent,A1030,False,,True,2,False,False,0,0,False,0.0,False,,2024-06-30,v1.0
P003116,C000264,78,M,Married,0,US,High,Whole,111000.0,162.79,Monthly,2017-07-30,,84,7,Bank,,False,,True,0,False,True,0,0,False,-0.14,False,,2024-06-30,v1.0
P003117,C001395,32,F,Single,0,IT,Mid,Term,143000.0,104.64,Quarterly,2023-11-11,,7,0,Agent,A1025,False,,True,2,False,False,0,1,False,0.11,False,,2024-06-30,v1.0
P003118,C001457,28,M,Divorced,2,US,Mid,Whole,423000.0,554.15,Quarterly,2015-05-31,,110,9,Bank,,False,,False,0,False,False,0,0,False,0.18,False,,2024-06-30,v1.0
P003119,C000645,53,F,Married,1,DE,Mid,Term,106000.0,88.98,Monthly,2021-09-04,2027-08-04,72,6,Online,,False,,True,5,False,False,2,3,False,0.04,True,Life Event,2024-06-30,v1.0
P003120,C002258,20,F,Married,0,FR,Low,Whole,280000.0,369.32,Quarterly,2020-01-12,,54,4,Agent,A1087,False,,False,0,False,False,0,1,True,0.1,False,,2024-06-30,v1.0
P003121,C001418,42,U,Divorced,3,UK,High,Term,141000.0,82.62,Monthly,2013-08-20,,132,11,Agent,A1099,False,,False,0,False,False,0,3,True,0.07,False,,2024-06-30,v1.0
P003122,C001473,70,M,Married,0,DE,Mid,Term,80000.0,56.42,Monthly,2011-11-13,,153,12,Employer,,False,,True,2,False,False,0,0,True,0.06,False,,2024-06-30,v1.0
P003123,C002990,26,F,Married,2,DE,Low,Term,402000.0,280.38,Monthly,2016-11-08,,93,7,Agent,A1080,False,,True,2,False,True,1,1,False,0.07,False,,2024-06-30,v1.0
P003124,C001387,21,F,Single,3,US,Mid,Term,268000.0,167.19,Quarterly,2017-08-31,,83,6,Agent,A1041,True,0.18,True,0,False,False,0,2,True,0.01,False,,2024-06-30,v1.0
P003125,C001899,27,M,Married,2,US,High,Whole,97000.0,144.66,Quarterly,2020-07-12,,48,4,Agent,A1057,False,,True,0,False,False,1,0,True,-0.07,False,,2024-06-30,v1.0
